Standardized_name,YPD,LET,Flor,LD,IG,PSH,PA,Missing,MissingCollection
CDM,1,1,0,1,14.26402114,37.626535,2.345584699,,
,,,,,,,,,
CDN,1,1,0,1,2.854811203,38.317635,0.878533231,,
,,,,,,,,,
CDP,1,1,0,1,0.002248909,0,0.642277113,,
,,,,,,,,,
CDQ,1,1,0,1,0.027870842,0,0.916258759,,
,,,,,,,,,
CDR,1,2,0,1.333333333,0.013276204,0,1.540616246,,
,,,,,,,,,
CDS,1,1.5,0,1,0.032173205,0,1.934376444,,
,,,,,,,,,
CDT,1,1,0,1,0,0,1.297286591,,
,,,,,,,,,
CDV,1,1,0,1,0.026667244,9.90607,0.815814541,,
,,,,,,,,,
CEA,1,1,0,1,0.007258474,0,0.186269794,,
,,,,,,,,,
CEB,1,1,0,1,0.036218516,0,1.593431986,,
,,,,,,,,,
CEC,1,1,0,1,0,9.312365,2.393684747,,
,,,,,,,,,
CED,1,1,0,1,0.111561649,0,2.239010082,,
,,,,,,,,,
CEE,1,1,3.333333333,1,0.226079935,0,25.11152609,,
,,,,,,,,,
CEF,1,1,0,1,0.914200603,24.35637,2.277678748,,
,,,,,,,,,
CEG,1,1,0,1,0.018830601,0,0.726687982,,
,,,,,,,,,
CEH,1,1,0,1.333333333,0.103468599,8.191215,1.13600996,,
,,,,,,,,,
CEI,1,1,0,1,0,0,0.738477209,,
,,,,,,,,,
CEK,1,2,0,1.333333333,0,0,3.369361212,,
,,,,,,,,,
CEL,1,1.5,0,1,0,0,3.07227268,,
,,,,,,,,,
CEM,1,1,0,1,0.052764587,0,0.316894435,,
,,,,,,,,,
CEN,1.333333333,1.5,0,1.333333333,0.001814651,0,1.976346094,,
,,,,,,,,,
CEP,2,1.5,0,1,0.013351135,0,1.650020277,,
,,,,,,,,,
CEQ,1,1,0,1,0.005234506,0,0.832791029,,
,,,,,,,,,
CER,1,1.666666667,0,1,73.73670747,0,18.28744966,,
,,,,,,,,,
CES,1.333333333,1,0,2,45.95873558,0,3.020871648,,
,,,,,,,,,
CET,1.666666667,1.666666667,0,1.666666667,0.089432828,0,2.231936546,,
,,,,,,,,,
CEV,1.333333333,1,0,1.666666667,0.412700325,0,0.106103047,,
,,,,,,,,,
CFA,1,3,0,1,0.648130525,27.49579,1.168076658,,
,,,,,,,,,
CFB,1,1,0,1,0.004436459,0,0.673400673,,
,,,,,,,,,
CFC,1,1,0,1,0.375868192,0,1.915985249,,
,,,,,,,,,
CFD,1,1.333333333,2,1.333333333,0.18110755,0,0.461194579,,
,,,,,,,,,
CFE,1,1,0,1,0.022571325,0,1.71651152,,
,,,,,,,,,
CFG,1,1,0,1,85.28219619,28.00262333,1.354818021,,
,,,,,,,,,
CFH,1,1,0,1,3.938822478,11.95357862,1.286440502,,
,,,,,,,,,
CFI,1,1,1,1,0.217788021,29.04810731,0.326325817,,
,,,,,,,,,
CFM,1.333333333,1.666666667,0,2,0.027153832,0,0.091012836,,
,,,,,,,,,
CFN,1,1,0.333333333,1,0.040778546,15.248552,0.063661828,,
,,,,,,,,,
CFP,1,1,0,1,0.097791609,16.30354667,0.13628347,,
,,,,,,,,,
CFQ,1,1,1,1,1.173657904,13.81752333,18.08184553,,
,,,,,,,,,
CFR,1,1,0,1,45.64830339,30.24163333,0.73800564,,
,,,,,,,,,
CFS,1,2,0,2,0.222569298,27.92003613,0.202303143,,
,,,,,,,,,
CFT,1.333333333,2.5,0,3.333333333,80.88867079,36.98495333,3.334936668,,
,,,,,,,,,
CFV,1,1,1.333333333,1,71.25973056,47.33246667,3.091135444,,
,,,,,,,,,
CGB,1,1,2,1,0.032854146,0,24.37116261,,
,,,,,,,,,
CGC,1,1,0,1,0.305651936,37.82281333,0.028765715,,
,,,,,,,,,
CGD,1,1,0,1,0,0,0.917673467,,
,,,,,,,,,
CGE,1,1,0,1,0,0,0.862028313,,
,,,,,,,,,
CGG,2,1,0,1,0,0,2.392741608,,
,,,,,,,,,
CGH,1,1.333333333,0,2,0.006235969,0,0.100444218,,
,,,,,,,,,
CGI,1.666666667,1,0,1,0.018270927,0,1.476482849,,
,,,,,,,,,
CGK,1,2,0,1,0.154186499,0,4.405398523,,
,,,,,,,,,
CGL,1,2,0,1.333333333,0.009863878,0,2.481396599,,
,,,,,,,,,
CGN,1.333333333,1.5,0,1,0.43735529,0,1.808467495,,
,,,,,,,,,
CGP,1,1.666666667,0,1,0.014254152,0,1.640588895,,
,,,,,,,,,
CGQ,1,1.333333333,0,1,0.101371733,0,1.626441823,,
,,,,,,,,,
CGR,1,1,0,1,1.022465468,0,39.17041564,,
,,,,,,,,,
CGS,1,1,0,1,0.014300423,0,1.930132322,,
,,,,,,,,,
CGT,1,1,0,1,0.048329608,0,1.066217733,,
,,,,,,,,,
CGV,1,1,1.666666667,1,0,0,26.05655057,,
,,,,,,,,,
CHA,1,1,0,1,0,0,0.83750672,,
,,,,,,,,,
CHB,1,1.333333333,0,1,0.006272345,9.196373333,2.251270879,,
,,,,,,,,,
CHC,1,1,0,1,0.108742932,0,2.185251205,,
,,,,,,,,,
CHD,1,1,1,1,0.48649138,17.67391333,16.37523696,,
,,,,,,,,,
CHE,1,1.5,0,1,22.26988779,0,0.848352809,,
,,,,,,,,,
CHF,1,1.333333333,1,1,0.168632069,17.69904,11.75668921,,
,,,,,,,,,
CHG,1,1.666666667,0,1,1.833038333,0,1.403389639,,
,,,,,,,,,
CHH,1,0,0,1,0.14461316,0,1.539201539,,
,,,,,,,,,
CHI,1,1.666666667,0,1,0.579750774,0,2.570523159,,
,,,,,,,,,
CHK,1,2,0,1,0.006776445,25.23358333,1.213347292,,
,,,,,,,,,
CHL,1.666666667,2,0,1.666666667,0,0,1.790547869,,
,,,,,,,,,
CHM,1.333333333,2,0,1.333333333,0.088718689,0,1.420366126,,
,,,,,,,,,
CHR,1,2,0,1,0.312350978,8.00685,1.895236209,,
,,,,,,,,,
CHS,1,1,0,1,0.075305648,0,1.617010441,,
,,,,,,,,,
CHT,1,1,0,1,0.020948166,0,1.486857369,,
,,,,,,,,,
CHV,2,2,0,2,0.324348676,0,1.659923229,,
,,,,,,,,,
CIA,1,1,0,1,0.011268367,0,2.015957898,,
,,,,,,,,,
CIB,1,1,0,1,0.137077546,13.087775,0.834205736,,
,,,,,,,,,
CIC,2,2,0.666666667,2,77.52439712,36.655415,74.60270303,,
,,,,,,,,,
CID,1,2,0,1,20.72425678,27.139,8.935291288,,
,,,,,,,,,
CIE,1,1,0,1,0.153234617,12.98079,0.189570778,,
,,,,,,,,,
CIF,1,1,0.333333333,1,21.46786071,0,2.907223495,,
,,,,,,,,,
CIG,1,2,0,1,0,0,2.41301908,,
,,,,,,,,,
CIH,1,1.333333333,0,2,17.43784974,26.92445,3.615048713,,
,,,,,,,,,
CII,1,1,0,1,57.37686623,23.546645,17.3254487,,
,,,,,,,,,
CIK,1,1.333333333,0,1,66.35308313,24.18229,44.22327854,,
,,,,,,,,,
CIM,1,2,0,1.333333333,0.034745227,0,2.079148158,,
,,,,,,,,,
CIN,2,2,0,2,0.002759382,0,2.545058427,,
,,,,,,,,,
CIP,1,1,0,1,0,0,1.257674787,,
,,,,,,,,,
CIR,1.333333333,2,0,2,0.006099421,0,0.998311783,,
,,,,,,,,,
CIS,1,2,0,2,0.003299459,0,0.818643956,,
,,,,,,,,,
CIT,1,1.666666667,0,1,0,0,2.056512841,,
,,,,,,,,,
CIV,1,2,0,2,0.01199976,0,0.92663328,,
,,,,,,,,,
CKA,1,2,0,1.666666667,50.76496893,21.73803,16.53321261,,
,,,,,,,,,
CKB,1,1.666666667,0,1,0,0,1.60144866,,
,,,,,,,,,
CKC,1,2,0,2,0.080027136,0,1.536843694,,
,,,,,,,,,
CKD,1.333333333,2,0,2,0.00616067,10.95656,2.105556027,,
,,,,,,,,,
CKE,1.666666667,2,0,2,0.006587615,0,3.053409916,,
,,,,,,,,,
CKF,1.666666667,2,0,2,0,0,1.003970612,,
,,,,,,,,,
CKG,1,2,0,2,0.034536892,0,0.843637118,,
,,,,,,,,,
CKH,1,1.666666667,0,2,0.016305766,0,0.489960294,,
,,,,,,,,,
CKI,1,2,0,2,0,0,0.379613125,,
,,,,,,,,,
CKK,1,1.333333333,0.333333333,1,0.130013801,16.83706,0.0839393,,
,,,,,,,,,
CKL,1,1,0,1.666666667,0.009205843,0,0.713012478,,
,,,,,,,,,
CKM,1,1.666666667,0,2,0,0,1.280781673,,
,,,,,,,,,
CKN,1,2,0,1,0.062878019,8.307065,1.470352451,,
,,,,,,,,,
CKP,1.333333333,2,0,2,0.003236037,0,0.921917589,,
,,,,,,,,,
CKQ,1.333333333,2,0,2,0.03136584,0,1.25626008,,
,,,,,,,,,
CKR,2,2,0,1.666666667,0.003012774,0,1.542974092,,
,,,,,,,,,
CKS,1,1.666666667,0,1,0.096439268,25.29882573,0.044799064,,
,,,,,,,,,
CKT,2,2,0,2,0.211026819,0,1.824972413,,
,,,,,,,,,
CKV,1,1,0.333333333,1,72.19359702,96.773135,33.55732866,,
,,,,,,,,,
CLA,1,1.333333333,1,1,0.185110981,9.763533667,0.128738364,,
,,,,,,,,,
CLB,1,2,0,1,0.064327485,0,0.941723491,,
,,,,,,,,,
CLC,1,2,0,1.333333333,0.018018018,0,0.923803865,,
,,,,,,,,,
CLD,1,1,0,1,0.006398059,0,1.05207066,,
,,,,,,,,,
CLG,2.333333333,2,0,2,5.715559711,12.87517,1.07800696,,
,,,,,,,,,
CLH,1,0,0,1,0,0,0.365466052,,
,,,,,,,,,
CLI,1,1.666666667,0,1,0.124400924,34.02373,2.738873327,,
,,,,,,,,,
CLK,2,2,0,2,0.453878224,0,2.396042592,,
,,,,,,,,,
CLL,2,2,0.666666667,2,0.099684066,0,15.28119665,,
,,,,,,,,,
CLM,2,2,0,2,0.003287311,0,0.693678145,,
,,,,,,,,,
CLN,1,2.666666667,2.666666667,1.666666667,0.029493246,0,26.72334927,,
,,,,,,,,,
CLP,1,2.666666667,2,2,0.551578534,0,22.6772864,,
,,,,,,,,,
CLR,1,2,2,1,0.505866515,0,17.22453291,,
,,,,,,,,,
CLS,2,2.666666667,3.333333333,2,23.87366829,23.9368,21.71198446,,
,,,,,,,,,
CLT,1,5,2,3,2.459063095,0,3.490554471,,
,,,,,,,,,
CLV,1,2,0.333333333,2,0.809038631,0,1.684444822,,
,,,,,,,,,
CMB,1.333333333,1.666666667,1,1.333333333,0.039819485,0,5.866319592,,
,,,,,,,,,
CMC,1,1.666666667,1,1,0.017910438,15.375205,7.95584227,,
,,,,,,,,,
CMD,1.666666667,2.666666667,1,1.333333333,0.003349635,0,8.775429364,,
,,,,,,,,,
CME,2,2,0,2,0.065765413,0,1.85798225,,
,,,,,,,,,
CMF,1,1,0,1,0.013205853,0,3.314659197,,
,,,,,,,,,
CMG,1,1,0,1,0.05202878,12.83932067,2.797347895,,
,,,,,,,,,
CMH,1,1,1,1,0,0,7.492761414,,
,,,,,,,,,
CMI,1,1.333333333,0,1,0,0,4.843957785,,
,,,,,,,,,
CMK,1,1,0,1,0.105231532,12.54839,2.725197823,,
,,,,,,,,,
CML,1.333333333,3.666666667,0,2,6.761259389,25.272045,2.375293552,,
,,,,,,,,,
CMM,1.333333333,5,0.333333333,3.666666667,23.28525016,16.81836333,2.480453461,,
,,,,,,,,,
CMN,1.666666667,2,0,2,0.005353032,0,1.086023635,,
,,,,,,,,,
CMP,1,1,0,1,0.010455056,0,1.176564902,,
,,,,,,,,,
CMQ,1,1,0,1,0,0,1.537786832,,
,,,,,,,,,
CMS,1,1,0,1,0.00973236,9.31155,0.837978289,,
,,,,,,,,,
CNB,1,1,0,1,0.044243525,0,0.843165549,,
,,,,,,,,,
CNC,1,2,0,1.666666667,0.004115226,0,1.190711975,,
,,,,,,,,,
CNE,1,1,0,1,0.004726234,0,0.360750361,,
,,,,,,,,,
CNF,1,1,0,1,0.158110658,0,0.84269398,,
,,,,,,,,,
CNH,1,1,0,1,0.083813346,3.96799,0.971903913,,
,,,,,,,,,
CNL,1,1,0,1,0.018812974,0,0.071206934,,
,,,,,,,,,
CNN,1,1,0,1,0.032181152,0,0.079695178,,
,,,,,,,,,
CNQ,1,1,0,1,0.116382486,0,0.196644314,,
,,,,,,,,,
CNS,1,1,0,1,1.453091019,0,0.551264277,,
,,,,,,,,,
CNT,1,1,0,1,0.404552177,0,2.260702261,,
,,,,,,,,,
CNV,1,1,0,1,0.004761905,0,1.205802186,,
,,,,,,,,,
CPA,1,1,0,1,0.002461114,0,0.203717851,,
,,,,,,,,,
CPB,1,0.666666667,0.333333333,1.333333333,16.02556832,30.56022333,0.564468212,,
,,,,,,,,,
CPC,1,1,0,1,0.035116361,27.83502333,0.042912788,,
,,,,,,,,,
CPD,1,1,1,1,35.07692,52.55725598,1.672655594,,
,,,,,,,,,
CPE,1,1,0,1,0.020922555,0,0.033481406,,
,,,,,,,,,
CPF,1,1,0,1,0.023330353,0,0.040083373,,
,,,,,,,,,
CPG,1,1,0,1,0.026236643,0,0.184855087,,
,,,,,,,,,
CPI,1,1,0,1,0.080179299,0,0.117892275,,
,,,,,,,,,
CPK,1,1,0,1,0.259137803,0,0.23012572,,
,,,,,,,,,
CPL,1.333333333,1,0,1.333333333,7.737796455,3.183520667,1.177036471,,
,,,,,,,,,
CPM,1,1,0,1,7.354658019,7.98675,0.599835894,,
,,,,,,,,,
CPN,1,1.333333333,0,1,0.26618705,0,0.189570778,,
,,,,,,,,,
CPQ,1,1,0,1,0.01935021,8.02611,0.081581454,,
,,,,,,,,,
CPR,1,1,0,1,0.006660743,0,0.056588292,,
,,,,,,,,,
CPS,1,1,0,1,0.002187083,15.76545,1.144498203,,
,,,,,,,,,
CPT,1,1.666666667,0,1,0.016030844,0,0.108460893,,
,,,,,,,,,
CQA,1.333333333,1,0,2,0,0,0.033009837,,
,,,,,,,,,
CQB,1,1,0,1,0.028473579,19.72237667,0.023106886,,
,,,,,,,,,
CQC,1,1,0,1,2.331764622,0,0.081109885,,
,,,,,,,,,
CQD,1,1,0,1,0.252852311,10.04897967,0.043384357,,
,,,,,,,,,
CQE,1,1,0,1,0.061416453,24.44188333,0.080638316,,
,,,,,,,,,
CQF,1,1,0,1,0.13568092,21.81542667,0.597949618,,
,,,,,,,,,
CQG,1,1,1.333333333,1,0.025320491,0,1.275594413,,
,,,,,,,,,
CQH,1,1,0,1,0.003895711,22.50191,0.288600289,,
,,,,,,,,,
CQI,1,1,0.666666667,1,0.652438426,14.93640333,0.133454055,,
,,,,,,,,,
CQK,1,1,0,1,0.017180739,23.50983,0.048571617,,
,,,,,,,,,
CQL,1,1.333333333,0,1,0.002192982,17.01701,0.095728527,,
,,,,,,,,,
CQM,1,1,0,1,0.005524862,22.02409667,0.040083373,,
,,,,,,,,,
CQN,1,1,0,1,0.004037712,25.45618667,0.017919626,,
,,,,,,,,,
CQP,1,1,0,1,0.00243309,22.69707,0.049514755,,
,,,,,,,,,
CQQ,1.333333333,1.666666667,0.333333333,2,0.092284369,0,1.0728197,,
,,,,,,,,,
CQR,1,1,0,1,0.898772509,0,0.072621641,,
,,,,,,,,,
CQS,1,1.333333333,0,1,0.017513135,0,0.880419508,,
,,,,,,,,,
CQV,1,1.333333333,0,1,0,0,1.532128003,,
,,,,,,,,,
CRA,1,1.666666667,0,1,0.027164518,0,0.904469532,,
,,,,,,,,,
CRB,1,2,0,1.333333333,0.379355661,32.223965,1.43404163,,
,,,,,,,,,
CRC,1,1,0,1,0.060361553,17.659725,1.304360128,,
,,,,,,,,,
CRD,1,1.333333333,2.333333333,1,32.5250862,50.121425,16.89584925,,
,,,,,,,,,
CRE,1,1,0,1,27.6164842,47.33705333,1.111016797,,
,,,,,,,,,
CRG,1,1,0,1,50.1093788,85.122505,3.701345858,,
,,,,,,,,,
CRH,1,1,3.666666667,1,42.67989185,49.277635,17.56783521,,
,,,,,,,,,
CRI,1,2,0,1.333333333,15.39512908,49.740015,0.410736685,,
,,,,,,,,,
CRK,1,1,0,1,0.196921072,0,0.588989805,,
,,,,,,,,,
CRL,1,1,0,1,0.879144361,28.3015,1.005385319,,
,,,,,,,,,
SACE_GAL,2,5,0,5,1.46752318,40,1.661337936,,
,,,,,,,,,
SACE_GAV,2,1.666666667,0,1,0.025784906,0,0.815814541,,
,,,,,,,,,
SACE_YAA,1.333333333,1.333333333,0,1,0,9.07998,1.895236209,,
,,,,,,,,,
SACE_YAB,1,1,0,1,40.62438318,28.61251,6.542078111,,
,,,,,,,,,
SACE_YAC,1,1,0,1,0.027083757,0,2.187137481,,
,,,,,,,,,
SACE_YAD,1,1,0,1,25.85651394,32.25438,1.45526224,,
,,,,,,,,,
SACE_YAE,2,2,0,2,3.702856853,0,1.50760641,,
,,,,,,,,,
SACE_YAF,1.666666667,2,0,2,0.00235538,0,2.804421432,,
,,,,,,,,,
SACE_YAG,1,3,0,2,44.94202708,33.552765,12.21741222,,
,,,,,,,,,
SACE_YAK,1,1,0,1,0.007626602,0,0.781861566,,
,,,,,,,,,
SACE_YAM,1,1,0,1,0.920061163,0,1.626913392,,
,,,,,,,,,
SACE_YAN,1,1,0,1,0.013606368,0,0.536174066,,
,,,,,,,,,
SACE_YAP,1,1,0,1,34.21699214,0,9.364419168,,
,,,,,,,,,
SACE_YAQ,1,1,0,1,33.24907546,0,21.66341284,,
,,,,,,,,,
SACE_YAR,1,1,0,1,0,0,0.631431024,,
,,,,,,,,,
SACE_YAT,1,1,0,1,1.523885577,0,0.697922267,,
,,,,,,,,,
SACE_YAU,1,2,0,1,0.329447719,0,1.268992445,,
,,,,,,,,,
SACE_YAV,1,2,0,1.333333333,59.93331496,47.58194161,7.246130776,,
,,,,,,,,,
SACE_YAW,1,2,0,1.666666667,67.43198086,24.33195,1.659451659,,
,,,,,,,,,
SACE_YAX,1,1,0,1,0.830556334,30.281025,1.478369125,,
,,,,,,,,,
SACE_YAY,1,0,0,1,0.227151231,0,1.417536712,,
,,,,,,,,,
SACE_YAZ,1,1,0,1,0.012153917,0,0.608795707,,
,,,,,,,,,
SACE_YBA,1,1,0,1,0.930842424,11.05031135,0.437144555,,
,,,,,,,,,
SACE_YBB,1,1,0,1,11.45393121,7.527279117,0.689905592,,
,,,,,,,,,
SACE_YBE,1,1,0,1,0.01007274,0,1.191183544,,
,,,,,,,,,
SACE_YBF,1,1,0,1,0.082667657,0,0.454592611,,
,,,,,,,,,
SACE_YBG,1,1,0,1,11.35765297,22.45972,1.371794509,,
,,,,,,,,,
SACE_YBH,1,1.333333333,0,1,0.183205561,0,1.113374643,,
,,,,,,,,,
SACE_YBJ,1.333333333,3.666666667,1.333333333,3,91.37743792,27.46622,63.25439267,,
,,,,,,,,,
SACE_YBK,1,1,0,1,0.848864304,0,2.191381603,,
,,,,,,,,,
SACE_YBL,1,1.333333333,0,1,0.017891465,35.68321,21.80346886,,
,,,,,,,,,
SACE_YBM,1.666666667,1,0,1.333333333,0.005159959,14.51159667,0.153259957,,
,,,,,,,,,
SACE_YBN,1,1,0.666666667,1,1.12684739,35.58552,0.182497241,,
,,,,,,,,,
SACE_YBO,1,3,0.333333333,1.666666667,24.52330943,38.79558,0.296145394,,
,,,,,,,,,
SACE_YBP,1,1,0,1,0.886756101,40.60087,0.271623801,,
,,,,,,,,,
SACE_YBQ,1.666666667,1.666666667,0,1,0.026600157,0,0.957285271,,
,,,,,,,,,
SACE_YBR,1,1,0,1,0,0,0.66491243,,
,,,,,,,,,
SACE_YBS,1,1,0,1,0,0,0.493261278,,
,,,,,,,,,
SACE_YBT,1,1,0,1,0.002392745,0,0.414980807,,
,,,,,,,,,
SACE_YBU,1,1.333333333,0,1,64.26026815,28.717835,30.21673316,,
,,,,,,,,,
SACE_YBV,1,1,0,1,0.345980811,0,0.696507559,,
,,,,,,,,,
SACE_YBW,1.333333333,1.5,0,1,1.657157224,24.71658057,0.84269398,,
,,,,,,,,,
SACE_YBX,1,1,0,1,0,0,1.343971932,,
,,,,,,,,,
SACE_YBY,1,1,0,1,8.807707487,0,1.849022437,,
,,,,,,,,,
SACE_YBZ,1,1,1.666666667,1,0,0,26.57574814,,
,,,,,,,,,
SACE_YCA,1,1,0,1,16.07250133,50.35439667,2.069716776,,
,,,,,,,,,
SACE_YCB,1,1,0,1,0.195049702,0,0.785634119,,
,,,,,,,,,
SACE_YCC,1,1,0,1,6.903199903,0,1.056314782,,
,,,,,,,,,
SACE_YCD,1,1,0,1,0.37991148,24.99005,1.670297749,,
,,,,,,,,,
SACE_YCE,1,1.5,0,1,19.11249114,26.29075,0.705938941,,
,,,,,,,,,
SACE_YCF,1,1.5,0,1,0.449899093,29.38582,0.722915429,,
,,,,,,,,,
SACE_YCG,1,2,0.333333333,1,35.37254912,40.19311,11.29690934,,
,,,,,,,,,
SACE_YCH,1,1,0,1,0.008331945,36.89033667,1.502890719,,
,,,,,,,,,
SACE_YCJ,1,2,1,2,0.264349505,0,1.445830858,,
,,,,,,,,,
SACE_YCM,1,1,0,1,74.60024492,42.361645,1.520338775,,
,,,,,,,,,
SACE_YCN,1,3,0,3,1.800567655,23.03438667,2.19845514,,
,,,,,,,,,
SACE_YCP,1,1,1.666666667,1,0.021059216,0,13.6934235,,
,,,,,,,,,
SACE_YCS,1,1.666666667,0,1.666666667,0.183844241,17.2700068,0.757339973,,
,,,,,,,,,
SACE_YCU,1,1,0.333333333,1,1.793169849,0,0.302275792,,
,,,,,,,,,
SACE_YCV,1,3,0,1.666666667,1.617919515,66.33245401,0.265964972,,
,,,,,,,,,
SACE_YDB,1,1,0,1,11.93367724,61.28682801,0.080166747,,
,,,,,,,,,
SACE_YDC,1,1,1.333333333,1,0.777873981,40.50995656,0.433372002,,
,,,,,,,,,
SACE_YDD,1,1,0,1,0.005847953,0,44.65759368,,
,,,,,,,,,
SACE_YDE,1,1,0,1,60.53743874,72.41299333,0.689434023,,
,,,,,,,,,
SACE_YDF,1,1,0.333333333,1,73.35373998,31.31811333,0.474870083,,
,,,,,,,,,
SACE_YDH,1,1,0,1.666666667,60.86323345,99.09594333,0.157504079,,
,,,,,,,,,
SACE_YDI,1,1,0,1,0.022162578,0,0.912014638,,
,,,,,,,,,
SACE_YDJ,1.333333333,1,0,1.333333333,0,0,0.143828575,,
,,,,,,,,,
SACE_YDK,2,1,0,2,0.009578544,0,0.375369003,,
,,,,,,,,,
SACE_YDM,1,1,0,1,0.015438111,0,1.040753002,,
,,,,,,,,,
SACE_YDN,1,2.666666667,0,3,72.95254518,68.87611,35.41012365,,
,,,,,,,,,
SACE_YDO,1,1.666666667,0,1,22.26115996,27.014275,2.178177668,,
